Ind	TraitV
222693	-1.39163852600912
269000	-0.394137497084525
292703	-0.659587598325599
292717	0.152173038139422
292907	-0.705432547147608
294614	0.338122276997548
294670	-0.0322636464988716
294705	-0.418888959652564
294724	0.667112312829037
294745	-0.595629970938075
294818	-0.567828085215396
294834	-0.91608261914382
294881	-0.674573909591545
294897	-0.341685407653711
294910	-1.09226037802111
294940	-1.67760620373845
295026	2.14337788874217
295091	0.0170747329898608
295146	0.230022115370169
295190	-0.152995850899405
295191	1.65058266097804
295261	-1.94415749508099
295296	-0.321560209247583
295788	-1.39849881376768
305029	-2.12341732050664
320849	-0.605483723742585
321131	-1.66648671518513
321397	-0.809855746424684
321487	-0.670175477864419
321614	1.64673482430165
321822	0.513907657792705
321833	0.360835905009998
321840	0.640411617207826
323172	0.399029481230432
326413	-0.929195641501524
341985	0.922525129582024
342090	0.298517405417187
342202	0.310738084071978
342218	-0.353159302216701
342231	-0.356690704955891
342253	0.79597054073695
342263	-0.0819121312460637
342284	0.406788441370657
342294	-0.408199821253837
342325	0.385220304210882
342336	-0.176608151293514
342374	-0.680067202741395
343215	-0.342577751356624
343376	-0.107258489616046
345434	-0.489352468788987
353782	-0.674181531509413
355408	-0.255349572227173
355411	-0.40533925846152
358060	1.29291738175719
358856	2.20138655811027
358886	0.48195415881392
359354	-0.189227536709179
367751	2.15497835688004
367789	1.8311651802612
368747	2.32268834359777
369564	0.500319984529197
369670	0.481884543347736
369673	0.364297692283002
369679	1.3902651181984
369682	0.559815893402155
371007	1.13832041739716
373045	0.57782098442902
373101	0.631545138287391
376770	-0.211567772675729
376790	-0.459576035298159
376804	0.514559511703344
377165	2.43977522904172
377191	-0.347957128289081
377246	-0.561075384995478
377276	-0.599984101913992
390604	0.665852905758968
390845	-0.718786059297585
390866	-0.464695936402108
391721	-1.04520032288024
391994	1.08462157825377
392036	-0.0235806992620144
392884	0.632513426135233
392956	0.0452120386859744
392959	0.268114432730697
393017	-1.26777995430902
393205	0.342090358570077
393281	1.72990632035615
393298	2.45137569717959
412450	-2.0905081910375
412956	-0.82024743692244
413235	-0.0692484450791896
413317	-1.55130476204314
414940	-1.10441776988846
415066	-1.73103923837459
415173	-1.79432602581525
416019	-1.19581021963151
416396	-0.881154641155324
418273	-0.886856780703727
419150	-0.26238073431183
419152	-0.0975692824588821
419380	-0.780471691015989
419525	-0.291163565239838
419528	-0.324541016936039
420071	-0.174589302774157
420125	-0.886761850522566
420158	0.0163659209705253
420213	0.300441323755383
421018	-0.399795335881719
421064	-0.225022543685613
421337	-1.76774557509017
421340	-0.282835024012649
421442	-2.03608155383854
421747	0.660593773722651
421749	0.73165850733976
421919	-0.5341785003332
422005	-1.26524848281139
422181	-0.904482151005949
422212	-0.403301423905931
422381	-1.19905683182721
422983	-0.668998343618024
423133	-0.48649190599667
423143	-1.04792798341893
423200	-1.47536061711436
423348	-0.91005771697947
423409	-1.42219971566421
423671	-0.362892810125074
423673	-0.177234690489175
424673	0.479549260891175
424689	-0.216086449298991
424700	0.591180825257742
424702	-0.974129260584387
427258	-0.203175944661099
427520	-0.416287872688752
427650	0.757479516615545
427918	-0.611723800984233
428238	0.955212755295121
428988	0.259463128887561
429101	0.380904145307431
429168	-0.718532912147823
429247	-0.185512602286414
429726	0.822107983949941
430048	0.177266249359642
430154	-0.808317877489877
430174	-0.411294545159685
430390	-0.203353147665933
430433	0.829569496189193
431424	0.774434046970897
431742	-0.27080420572018
432043	0.586946939177963
433740	-0.573688441732401
433924	-0.484998337813069
434148	0.188423709985428
438163	0.237635515899279
438273	0.576485633214024
438323	0.746284083917295
438760	0.0542557206112442
438770	0.331451849601304
443483	-0.156850016254541
447647	-0.875098095597253
450448	-0.419737002604269
450770	-0.633937463375902
454059	-0.320908355336946
455538	0.0544329236160781
457982	0.602616747748268
458835	0.680459496300271
460142	0.642632983446992
460689	0.0746910242758319
460693	-0.376208350202588
460960	-1.50573827508587
464211	-0.601920677609676
471420	-0.102189217942049
471785	0.133838855817865
480143	-0.528678878504608
480914	-0.945466674552515
512731	-0.890318567976731
520702	-1.04853553657836
536162	-0.917892621264623
601577	-2.19176705094255
609307	-0.760998346520501
609368	0.38310019683162
609448	-0.969844745074655
623960	-1.08716579163214
624629	-0.480587248728456
625454	-0.0192202396073533
653215	0.599180275190241
664062	0.110416415786079
665788	-0.704527546087206
669426	-1.07734368222135
670602	-0.307738374870545
673831	-0.623786262670421
675238	2.30286059309261
692864	0.454411748919747
692876	0.466803301900628
692904	0.389017511457321
701166	-0.966269041584258
730613	-1.13261203369327
743023	-0.515116519956077
743034	-0.921063289315399
770285	-1.33920542261454
770505	-0.890774232846303
784135	-1.26248917887898
835884	0.416002997622015
855168	-1.60500992986528
855587	-1.20087316262676
876108	-0.494839433260091
877657	1.87124470274736
878573	-0.386289935441883
897095	-1.91963386494774
900613	0.0437184705023753
904516	0.251102944266651
909641	-0.568910289280631
909658	0.284328507672994
916978	0.0328331430625837
934019	0.243236396587777
984151	2.03684723944332
1047493	0.0413895167245598
1058137	-1.92975975093824
1064007	2.29948740732203
1066175	-0.81347575066629
1066279	2.23308690993929
1066569	-0.866813855121272
1079616	2.35327484796784
1081265	2.12227807380945
1082612	1.91870979332785
1093268	-1.03952982672556
1101307	0.378379002488547
1127595	0.70710956249153
1193118	0.555164314525267
1195398	0.0194986169488371
1210458	-0.755606312230557
1290408	0.0244919444779044
1290414	0.919398762282456
1291472	0.180335658550513
1291474	1.83232332847136
1291739	-0.293163427722963
1293839	1.57704974265074
1295300	0.563511841788689
1295736	-0.0120625039478155
1295755	0.195005535879255
1296234	0.501402188594433
1296766	1.9038373982793
1298199	0.228161483819415
1298205	0.00243649905483775
1298211	1.46304492375515
1300939	0.331186045094053
1301796	0.196783894606338
1301798	0.299884400025906
1301800	0.323452399668805
1301802	0.273778600206637
1301936	0.45757608829178
1302304	1.30950484874538
1302311	0.43648260203781
1306534	0.240027756464536
1311265	0.431976582772036
1342417	1.7125214398462
1343502	0.307947136745845
1360815	0.192461407024142
1390242	1.08073576950491
1390246	0.168982008883659
1393230	1.18982953369511
1399978	0.206194639898764
1402346	0.809925277367614
1410845	1.06171176120025
1437563	0.485624792485478
1439621	1.90779282249434
1477928	1.4092511544306
1477994	-0.382929407028785
1478078	-1.40317570735955
1478148	-0.381764930139877
1491661	0.152679332438948
1500224	2.09762787010132
1504972	1.58603013778857
1507236	0.729525742603009
1507248	1.26228024795717
1541043	1.23437077469584
1541045	1.45930467461741
1542708	0.740100964784343
1563726	2.70663029696398
1563730	0.169754107690435
1586793	-0.0363266582525628
1630947	1.83854441967678
1630957	1.61619894936153
1635496	0.686376810925972
1635819	1.43309128725949
1636202	1.46114632013193
1636586	1.18880428773857
1637606	1.00389928087321
1637620	1.49764381044896
1642335	0.815886892744524
1642433	1.07651454078262
1642486	1.07214142377047
1649008	0.669909588833915
1651705	1.04830761962032
1671942	1.39195487542307
1671946	1.20763210700217
1672866	0.876059970243097
1673085	1.58373915608322
1700001	-0.879920548800231
1766332	0.724798219581193
1766345	0.668599552333893
1766370	1.06280662262297
1790751	1.43159771907589
1796426	0.985805588343932
1799716	0.733905188293902
1812547	2.42990881887972
1815932	1.24771162948833
1815954	1.97630076989884
1816016	0.913715608770286
1816173	0.901899965555116
1817540	1.27270991052739
1823515	1.67084076163779
1831374	-0.222339183898129
1838323	0.0754821091188394
1982528	0.587295016508887
1987795	-0.301510954986386
2011449	1.29731581348431
2031157	0.454468707028444
2099196	-0.256071041603996
2114149	-0.392264208176282
2117143	-0.322344965411848
2151597	-1.61459154948379
2151603	-2.0512703828243
2163595	-0.62352045816317
2163596	-0.0927531579346486
2163607	0.131256754890286
2200733	1.4484889626438
2201662	0.193125918292269
2201664	0.369765670717875
2430154	1.03127714512004
2448313	0.672599277300142
2448314	0.850219974931079
2448315	1.38251248673692
2450184	0.523236130261457
2460025	0.910127247922399
2464236	1.18832330815402
2464628	1.25862860032184
2464631	1.54522281724684
2484301	0.735879736062051
2484313	1.01431628608595
2484320	0.91350676237173
2485043	1.18338061005491
2485050	1.10788580131695
2485148	-0.14534447829783
2485260	0.208612195178996
2485890	0.386872089363083
2485913	0.618166311422437
2485915	0.756606158948864
2485920	0.17636124829924
2487807	0.419490099609995
2586622	1.2738174293076
2588632	0.331793598253483
2588634	0.770579881615761
2588696	1.89991994613672
2600794	1.44903322901579
2601500	1.97598433596164
2620837	0.8895463846467
2621094	0.674371307348481
2621166	1.08859598850504
2668072	1.62605270216604
2668073	0.533374673609451
3578390	1.0681100554105
3578468	0.577637452745443
3822784	-0.0895888185626155
3825284	0.368791054191288
3825285	0.883970818673178
3826177	0.129801158779153
3826178	0.378125855338785
3826179	0.553677075020411
3827748	0.836505728092689
3827757	0.687781777607154
3827759	0.415648591612348
3827762	0.106334417996158
3827768	0.515325281831376
3827770	0.121365030013312
3827771	0.300827373158771
3827774	0.270088980498847
3830032	0.955959539386921
3830034	1.47570228124328
3830068	0.308061052963238
3830069	0.85311850979586
3830083	0.505041178872271
3830109	0.635570177968616
3830114	1.04795321361065
3830128	0.202846768843152
3830130	-0.039225193117344
3830162	-0.094487215910522
3830165	0.315971901393319
3830167	0.482099718425033
3830184	0.309643222649255
3830198	0.391124961479095
3830201	0.513743112145359
3830206	0.55216452080058
3831054	0.3493177096958
3848142	0.430679203629503
3848815	0.424350524885438
3849968	0.986248595856017
3854950	0.246356435208602
3855090	0.828594879662607
3855110	0.519280706046417
3855646	0.726544934914554
3855675	0.535893487749588
3863169	0.130858048129411
3863186	0.609015041958518
3864287	0.22974365350543
3865255	0.640316687026665
3868700	-0.060584483878564
3868812	0.497921415285197
4057141	0.654784046635598
4057142	0.134927388561845
4057151	0.996532698815123
4057155	1.05243391816145
4059217	0.563764988938451
4059227	0.952833172087353
4062993	1.41904162044766
4066585	0.0827854043894908
4069736	0.451962550245794
4069854	0.527906695174578
4937014	-0.542810818140106
